window_start,window_end,minFDR_PG10,minFDR_BSU168,significant
BSU14580,BSU14740,8.65377834500148e-06,1.82104354339698e-06,Both
BSU37980,BSU38070,0.255502997162504,0.263135182027709,Neither
BSU22070,BSU22360,0.0585651817975325,0.0137289465458667,BSU168_only
BSU13180,BSU13270,0.39367323827246,0.340155796376416,Neither
BSU32719,BSU32800,0.000446093182612204,0.000183323396177279,Both
BSU01010,BSU01100,9.47994533157388e-08,4.30784112183336e-09,Both
BSU02960,BSU03050,0.0118919819331623,0.00491862400329759,Both
BSU28540,BSU28630,0.0266152763476363,0.0109689809978835,Both
BSU22990,BSU23090,0.0678345136041751,0.0434886499402646,BSU168_only
BSU17450,BSU17910,0.00288079007296926,0.00132808583789435,Both
BSU32980,BSU33090,0.000958699183952339,0.000864053273464629,Both
BSU01440,BSU01530,0.132425956832712,0.0839347573880123,Neither
BSU30240,BSU30330,1.62347458106768e-06,0.000120768778491667,Both
BSU37089,BSU37170,0.00508627430155358,0.00208078510872054,Both
BSU00260,BSU00350,0.0405329854640332,0.0259856630824383,Both
BSU10660,BSU11390,0.000183405852590562,7.58648793831734e-05,Both
BSU04440,BSU04530,0.0399339758266337,0.0511482065636131,PG10_only
BSU36620,BSU36710,1.17561952422142e-06,6.19295669432005e-07,Both
BSU10260,BSU10400,0.01371106293182,0.00734759470512474,Both
BSU27930,BSU28020,0.0291397011486467,0.0192131197583523,Both
BSU21870,BSU21960,0.179913464424217,0.120475514609195,Neither
BSU15440,BSU15530,1.19006858190233e-09,1.29072354292739e-10,Both
BSU28650,BSU28930,0.00211576758941382,0.000870103657365099,Both
BSU16020,BSU16110,0.124611377192339,0.0526478144178148,Neither
BSU29350,BSU29440,0.0018029624136292,0.000925327249532096,Both
BSU33880,BSU34210,6.61315287144112e-08,9.45750241842042e-09,Both
BSU21840,BSU21930,0.211079576371719,0.141345288793465,Neither
BSU27510,BSU27600,0.0115270696962349,0.00227871570080821,Both
BSU06550,BSU06630,0.141632500931794,0.0908004778972558,Neither
BSU14720,BSU14810,0.517850873214747,0.476622160130747,Neither
BSU13310,BSU13480,0.0875602254703828,0.0655696147932803,Neither
BSU25060,BSU25150,0.260689499788786,0.194388959472146,Neither
BSU28390,BSU28490,0.0037554430139011,0.000999682322585325,Both
BSU00360,BSU00450,0.00903304646201116,0.0022417313215918,Both
BSU38018,BSU38110,0.255502997162504,0.263135182027709,Neither
BSU07660,BSU07770,0.301394312186837,0.193340220810458,Neither
BSU29940,BSU30035,0.155802223406228,0.129115363990878,Neither
BSU29590,BSU29680,0.0571532917924668,0.0458287930809973,BSU168_only
BSU17410,BSU17870,0.00283569278784757,0.00135077840465544,Both
BSU19190,BSU19380,0.0726798360044734,0.0621266427718066,Neither
BSU09150,BSU09250,0.309946168576368,0.332376184530974,Neither
BSU02900,BSU02990,0.00527031017492418,0.00217984472873416,Both
BSU23770,BSU23860,0.00366982696924875,0.00150920634374831,Both
BSU23240,BSU23350,4.91312717299129e-10,2.71329178713235e-10,Both
BSU28590,BSU28860,0.00140081597530561,0.000287834865026008,Both
BSU13540,BSU13630,9.89786238842091e-17,4.39490557821854e-18,Both
BSU33340,BSU33500,0.000712915273146607,0.000292974773330044,Both
BSU35300,BSU35490,8.48903516145295e-05,0.00186268657274382,Both
BSU04250,BSU04340,0.433688260058433,0.421418426213399,Neither
BSU32730,BSU32820,0.000441924087447604,0.000181610093409267,Both
BSU15010,BSU15090,0.377959038281046,0.225361677269703,Neither
BSU30035,BSU30135,0.443488177940859,0.286035974996161,Neither
BSU30700,BSU30790,0.00228428005228749,0.000939403948659665,Both
BSU15150,BSU15240,1.17902198700043e-13,2.60872444099919e-15,Both
BSU06150,BSU06410,0.21173654522838,0.216752232458081,Neither
BSU24430,BSU24520,0.0950428624673882,0.0609318996415795,Neither
BSU27680,BSU27760,0.00115067026542961,0.000472871563971299,Both
BSU29500,BSU29590,0.0909429742825205,0.05830346475508,Neither
BSU36460,BSU36550,0.249720462169216,0.160095579450425,Neither
BSU25030,BSU25120,0.243121294368238,0.175899597245364,Neither
BSU05070,BSU05150,0.0500505830360476,0.0747096217038588,Neither
BSU22810,BSU22880,0.178304459139689,0.114448782184635,Neither
BSU35640,BSU35730,5.86572598317574e-08,4.61998234637306e-09,Both
BSU33240,BSU33330,5.2928947816093e-06,3.35515401680003e-06,Both
BSU04200,BSU04290,0.140921002940255,0.090507876511029,Neither
BSU29060,BSU29160,0.00112275620578809,0.00106265443739385,Both
BSU08470,BSU08660,0.119069357900973,0.0763813218016622,Neither
BSU32180,BSU32270,9.72026926883926e-05,4.10278218977899e-05,Both
BSU08520,BSU08710,0.163720367113837,0.105024317477286,Neither
BSU23550,BSU23630,0.61292157829268,0.393417688759682,Neither
BSU25410,BSU25500,0.00100836882873069,0.000347036719803642,Both
