window_start,window_end,minFDR_PG10,minFDR_BSU168,significant
BSU39880,BSU40080,2.28669643862044e-08,2.69737013789287e-08,Both
BSU35760,BSU36250,2.72445159581472e-06,7.17596569341847e-07,Both
BSU16510,BSU16600,0.000875964895107236,0.000103326658377038,Both
BSU15360,BSU15450,0.0424859644302721,0.0177241758226276,Both
BSU17910,BSU18000,0.00210603866652623,0.00177709348773697,Both
BSU08630,BSU08720,0.294485544145682,0.225865754499456,Neither
BSU31390,BSU31480,0.466750564719398,0.373923207597345,Neither
BSU15990,BSU16080,0.0369344701235672,0.00660779577411818,Both
BSU19200,BSU19390,0.0689526649273209,0.0589406610912011,Neither
BSU30960,BSU31050,5.51272532239831e-06,1.45302692461425e-06,Both
BSU04160,BSU04250,0.163171687615032,0.104798593854876,Neither
BSU24860,BSU24950,0.256436605051744,0.1906580907192,Neither
BSU01640,BSU01730,3.9405674260487e-05,0.000226659540663423,Both
BSU37050,BSU37130,0.00602900144948009,0.00375980457753803,Both
BSU29090,BSU29180,0.00111443949315262,0.00105478292304278,Both
BSU12890,BSU12980,1.26888000459995e-05,4.06736872817931e-06,Both
BSU07880,BSU07980,0.0490744191825077,0.0471923536439685,Both
BSU18490,BSU19090,0.0820605749449704,0.0701544305970655,Neither
BSU13210,BSU13300,0.256266980343133,0.246780186585619,Neither
BSU14260,BSU14350,8.09045651948768e-13,5.6163347294404e-14,Both
BSU30220,BSU30310,1.2316014063272e-06,1.80522416350276e-05,Both
BSU08080,BSU08490,2.42799340420708e-05,7.50857162167922e-06,Both
BSU23980,BSU24070,0.0138003959213471,0.00851438385150394,Both
BSU11640,BSU11820,1.00686597121962e-13,4.48023857813837e-15,Both
BSU03000,BSU03090,0.112199596252362,0.0840476316501805,Neither
BSU19410,BSU21770,0.11069729367356,0.0710107601124829,Neither
BSU05600,BSU05950,6.63016964450607e-06,1.74755940933336e-06,Both
BSU19150,BSU19340,0.136318916734977,0.100564307234477,Neither
BSU40890,BSU40970,0.0266893912704494,0.0132298561854816,Both
BSU03390,BSU03480,0.000312682137345003,0.000192746561401345,Both
BSU37010,BSU37090,0.148215581659866,0.0928269920951695,Neither
BSU35690,BSU35990,3.47092463623412e-15,1.67192529978596e-14,Both
BSU19090,BSU19180,0.551078670514822,0.501557916708204,Neither
BSU11410,BSU11500,1.2915821411399e-07,3.17899040148e-08,Both
BSU13900,BSU14200,9.57117818927722e-05,3.47473352432134e-05,Both
BSU32880,BSU32990,0.409196381992603,0.348306926887678,Neither
BSU22019,BSU22300,0.0506895266492737,0.0354770045393531,BSU168_only
BSU33480,BSU33570,3.08553864492493e-05,8.13850122098196e-06,Both
BSU23970,BSU24060,0.0136760680301638,0.00843767769067958,Both
BSU33820,BSU33910,0.0316123503134586,0.0144675093419982,Both
BSU38310,BSU38430,0.00646505034153198,0.0145322981915611,Both
BSU09560,BSU09660,0.000662886131171407,0.000272415140113901,Both
BSU13420,BSU13509,0.85260164706137,0.708170198815138,Neither
BSU08450,BSU08640,0.00864332077296161,0.00599288281467722,Both
BSU03030,BSU03120,0.112199596252362,0.0840476316501805,Neither
BSU36850,BSU36940,0.000165567401660863,6.42296284656124e-05,Both
BSU01300,BSU01389,5.2242259226831e-05,6.45940028966822e-06,Both
BSU22450,BSU22540,0.000209497032021152,8.60934640926006e-05,Both
BSU14560,BSU14710,7.99818907644076e-06,1.68308569920024e-06,Both
BSU04340,BSU04430,0.0396232131421531,0.0254330627076966,Both
BSU14440,BSU14530,0.288290107881081,0.264828855446903,Neither
BSU28990,BSU29090,0.192824533918599,0.118323714461306,Neither
BSU08780,BSU08870,0.0618710398807312,0.0661091198725634,Neither
BSU31130,BSU31390,0.000372091743440554,0.000152912272045067,Both
BSU06490,BSU06570,2.7185025260225e-08,2.95838456654893e-09,Both
BSU00330,BSU00420,0.00871329260494882,0.00216237800047351,Both
BSU40160,BSU40370,1.27850065058173e-05,1.15536850829441e-05,Both
BSU01030,BSU01120,9.94809078004667e-08,4.52057401673871e-09,Both
BSU40939,BSU41020,0.000245515222545987,8.6601050913855e-05,Both
BSU32210,BSU32300,9.33145849808569e-05,3.93867090218783e-05,Both
BSU21830,BSU21920,0.204785861380815,0.132616487455202,Neither
BSU25540,BSU25620,0.146785073243481,0.11071286340104,Neither
BSU00760,BSU00850,1.81553350754049e-07,2.89708119753378e-08,Both
BSU27870,BSU27960,0.093179276928812,0.0597371565113525,Neither
BSU23720,BSU23810,0.0961299411443038,0.056433632395342,Neither
BSU00160,BSU00250,0.0708162504658971,0.0454002389486279,BSU168_only
BSU22300,BSU22390,0.135573286488784,0.0930597935628757,Neither
BSU21790,BSU21880,0.107326831960689,0.093895592766069,Neither
BSU14170,BSU14260,0.0114637170980502,0.00569386215577691,Both
BSU00820,BSU00910,0.0067478664909909,0.00357613330522736,Both
BSU29480,BSU29570,0.127966206982235,0.199887422609009,Neither
BSU29110,BSU29200,0.0008239119669506,0.000141272065965988,Both
BSU13040,BSU13130,0.0162640884654652,0.00671253588697627,Both
BSU03660,BSU03960,0.000444008635029904,0.000546702297990461,Both
BSU25070,BSU25160,0.0067478664909909,0.00357613330522736,Both
BSU35500,BSU35590,6.67026680915145e-11,7.21823287913796e-12,Both
BSU01480,BSU01570,0.132372842829491,0.0929142515847949,Neither
BSU24510,BSU24600,7.74761396661384e-06,2.04209189405246e-06,Both
BSU01000,BSU01090,6.11603830360253e-06,4.36366356910613e-07,Both
BSU14280,BSU14370,1.92391838245872e-07,3.26001801675031e-08,Both
BSU35520,BSU35620,1.0410859882254e-14,8.20899082261275e-16,Both
BSU36970,BSU37060,0.110883339545286,0.0710872162485094,Neither
BSU00910,BSU01000,0.00774274300114369,0.000970717162231383,Both
BSU15120,BSU15210,5.31076632600761e-08,7.94202112336053e-09,Both
BSU35420,BSU35510,7.51700823456903e-05,0.00123705138800544,Both
BSU09490,BSU09590,0.117405888930303,0.0752688172043041,Neither
BSU27700,BSU27785,0.00122571397839241,0.000503711013795514,Both
BSU31500,BSU31590,0.306406172149398,0.266838439427205,Neither
BSU18830,BSU19110,0.0880378267002213,0.0752644446775925,Neither
BSU25050,BSU25140,0.260689499788786,0.194388959472146,Neither
BSU36720,BSU36810,0.0149561623638818,0.00754561636869516,Both
BSU28630,BSU28910,0.000542984602592927,0.000134603192335599,Both
BSU05100,BSU05180,0.0236315280862602,0.0226128913228605,Both
BSU37450,BSU37540,0.00245547585087032,0.00134833850284385,Both
BSU15830,BSU15920,3.04669069969264e-06,1.60314329267319e-06,Both
BSU07690,BSU07800,0.000509216757873158,0.00142604512408353,Both
BSU13480,BSU13560,0.00622879983783775,0.00257075842479942,Both
BSU23940,BSU24030,0.0894465645586625,0.0542807621074082,Neither
BSU16120,BSU16480,8.6874126715956e-08,1.66705103415458e-05,Both
BSU27320,BSU27410,0.000160445127448692,2.73792125427022e-05,Both
BSU29290,BSU29380,5.90836626232811e-05,2.38521099219332e-05,Both
BSU03520,BSU03620,0.00753789295160329,0.0354575946024199,Both
BSU05530,BSU05620,0.167722698471862,0.214822467567175,Neither
BSU24360,BSU24450,1.5618937018766e-07,1.1581784233729e-07,Both
BSU31150,BSU31410,0.000384599028934354,0.000158052180349103,Both
BSU09910,BSU10000,0.214648218120894,0.192930683556807,Neither
BSU28940,BSU29030,0.022520618448,0.00928144545974754,Both
BSU18130,BSU18220,2.27253158747566e-06,1.1106080381471e-05,Both
BSU39870,BSU40070,1.59853206905749e-05,1.47201234720478e-05,Both
BSU00250,BSU00340,0.0405329854640332,0.0259856630824383,Both
BSU29130,BSU29220,0.00293935617031663,0.000725384199482263,Both
BSU09320,BSU09410,0.326911075729131,0.280180361398565,Neither
BSU08100,BSU08510,7.71843455863985e-05,4.23274676640812e-05,Both
BSU34900,BSU34990,2.1919308045028e-06,3.71655700695617e-07,Both
BSU13400,BSU13490,0.121905450122653,0.0875628906118356,Neither
BSU40410,BSU40500,0.45613903583293,0.350796376215052,Neither
BSU36640,BSU36730,8.58388858955323e-07,4.52184139585274e-07,Both
BSU09860,BSU09940,0.208371376326702,0.133667313152909,Neither
BSU10350,BSU10440,0.0654759174997217,0.0715304888653967,Neither
BSU29580,BSU29670,0.0460913643487635,0.0352529177546133,Both
BSU17870,BSU17960,0.152248040675627,0.120506615371255,Neither
BSU03350,BSU03430,0.17401785841314,0.125178355514444,Neither
BSU07940,BSU08030,0.11391673778369,0.0880343503359132,Neither
BSU07280,BSU07370,0.625090942571056,0.615501294509901,Neither
BSU37200,BSU37290,9.2145564633549e-07,1.56137705012778e-07,Both
BSU05510,BSU05590,0.71210881542527,0.563520476747747,Neither
BSU33320,BSU33480,0.000550320561727206,0.000226155965377578,Both
BSU02950,BSU03040,0.00581085480824974,0.00240341854706587,Both
BSU03090,BSU03180,0.209266044035255,0.135907928844254,Neither
BSU08690,BSU08779,0.293848765441973,0.259177034879581,Neither
BSU31140,BSU31400,0.000384599028934354,0.000158052180349103,Both
BSU08910,BSU09000,0.0680208721580328,0.0436081242532873,BSU168_only
BSU15690,BSU15780,0.00022634406881743,8.17399930030123e-05,Both
BSU04080,BSU04170,0.329104883424136,0.26494784592969,Neither
BSU32190,BSU32280,8.55383695657855e-05,3.61044832700551e-05,Both
BSU03590,BSU03670,0.00842080666054069,0.00553098841541257,Both
BSU29870,BSU29960,0.0971122500671519,0.06233371172556,Neither
BSU01610,BSU01700,4.16361841242882e-05,0.000239489325983994,Both
BSU08650,BSU08740,0.347075026886871,0.296445656026562,Neither
BSU24920,BSU25010,5.79572474921771e-09,1.07711551143025e-09,Both
BSU24260,BSU24350,0.00217626767592122,0.00089434404490224,Both
BSU12960,BSU13050,8.53353256791137e-05,3.9367772076407e-05,Both
BSU27110,BSU27200,0.371750082144786,0.322741301481228,Neither
BSU10270,BSU10410,0.01371106293182,0.00734759470512474,Both
BSU16090,BSU16180,0.0186491836774961,0.00768040919341435,Both
BSU24290,BSU24380,0.00177603454011962,0.000729866979173092,Both
BSU00780,BSU00870,0.00427560099938587,0.00113895172050212,Both
BSU06570,BSU06660,0.15032923344515,0.0963759458383153,Neither
BSU33260,BSU33350,5.17783185157432e-06,3.28221588600003e-06,Both
BSU15980,BSU16070,0.0398503493438488,0.00712946386154857,Both
BSU24370,BSU24460,5.73447310989209e-06,4.53880091466279e-06,Both
BSU03982,BSU04060,0.0764070070816258,0.0733187510870316,Neither
BSU06700,BSU07300,0.416312820088974,0.276174783384915,Neither
BSU24240,BSU24330,0.00235136967283442,0.000966302761158742,Both
BSU33630,BSU33720,0.00830897909104542,0.00351710644483159,Both
BSU24720,BSU24810,0.0629750220538784,0.0572243910923174,Neither
BSU02360,BSU02450,0.0508250601429884,0.0631151372341736,Neither
BSU22750,BSU22840,0.0309123962183053,0.0127856277358446,Both
BSU00620,BSU00710,0.0999602383834018,0.0617683695813165,Neither
BSU18350,BSU18440,0.0309135954046176,0.0480276139524806,Both
BSU40500,BSU40870,0.975460887182319,0.863652900243884,Neither
BSU22550,BSU22640,1.04820522119127e-05,1.78652465977897e-06,Both
BSU07580,BSU07670,0.107162422110875,0.120445177559814,Neither
BSU27800,BSU27880,4.88423834899546e-05,2.1516813261952e-05,Both
BSU06710,BSU07310,0.416312820088974,0.276174783384915,Neither
BSU00020,BSU00110,0.00143667917862607,0.000594274888501525,Both
BSU08980,BSU09080,0.293552802695547,0.251590528602793,Neither
BSU37990,BSU38080,0.255502997162504,0.263135182027709,Neither
BSU10010,BSU10100,0.172732444791573,0.121043457920645,Neither
BSU09710,BSU09810,0.115765331121381,0.0939362878741006,Neither
BSU34970,BSU35210,0.00944891972993136,0.00815112872674559,Both
BSU14710,BSU14800,0.517850873214747,0.476622160130747,Neither
BSU09340,BSU09430,0.326911075729131,0.270518969626201,Neither
BSU08970,BSU09070,0.293552802695547,0.251590528602793,Neither
BSU24450,BSU24540,0.103428997390981,0.0663082437276012,Neither
BSU05260,BSU05340,0.0369145950562637,0.0252741060657735,Both
BSU28920,BSU29010,0.0271736387884958,0.0111990994803565,Both
BSU28330,BSU28420,0.122358887483092,0.0984099410280574,Neither
BSU14620,BSU14780,0.215568595109738,0.178697214344586,Neither
BSU17020,BSU17360,0.0124700945125289,0.00513931277523211,Both
BSU27570,BSU27660,0.110428615838624,0.0735010916340639,Neither
BSU29490,BSU29580,0.097651882221395,0.0626045400238974,Neither
BSU02140,BSU02230,0.0913156913902358,0.0585424133811254,Neither
BSU09830,BSU09910,0.0282505289095544,0.0234918532154309,Both
BSU18500,BSU19100,0.0791226037432369,0.0676427287608743,Neither
BSU27750,BSU27830,0.468399905529058,0.387644762743968,Neither
BSU05430,BSU05520,0.00619644263700164,0.00610495891135161,Both
BSU19400,BSU21760,0.0955955341583016,0.0650087534073026,Neither
BSU31960,BSU32050,0.000127030395585215,0.000631402654017152,Both
BSU05440,BSU05529,0.00619644263700164,0.00610495891135161,Both
BSU14000,BSU14220,0.00011338164931913,4.1162227903499e-05,Both
BSU02660,BSU02750,0.299243430462788,0.224611708482685,Neither
BSU15730,BSU15820,0.00507958237223107,0.00218318992789687,Both
BSU33170,BSU33240,0.097651882221395,0.0782556750298717,Neither
BSU05940,BSU06030,0.00159955231686602,0.000822852963973222,Both
BSU30100,BSU30200,0.0071515849989989,0.00442741728715456,Both
BSU24490,BSU24580,7.74761396661384e-06,2.04209189405246e-06,Both
BSU28350,BSU28440,0.0867518038239908,0.0610506115637023,Neither
BSU25690,BSU26860,0.0604349248526349,0.0480276139524806,BSU168_only
BSU17330,BSU17420,0.0208455311254214,0.0256420633652145,Both
BSU15470,BSU15560,6.2819148276934e-20,1.78593059461381e-21,Both
BSU38290,BSU38410,0.00739750952540679,0.00901229725622861,Both
BSU01520,BSU01610,0.223630264629149,0.211161589618173,Neither
BSU29380,BSU29470,0.0314661376895183,0.055735573315042,PG10_only
BSU34200,BSU34770,0.322522785755653,0.274893939485385,Neither
BSU00490,BSU00580,0.027436705965012,0.0217105826805425,Both
BSU01550,BSU01640,0.000738262765146438,0.000514365631933632,Both
BSU35170,BSU35270,0.000624120232865434,0.000212209095845764,Both
BSU37190,BSU37280,9.41707418782424e-07,1.59569302925147e-07,Both
BSU33160,BSU33239,0.120201267238167,0.0770609318996447,Neither
BSU03330,BSU03410,0.106666299786288,0.0821099209367869,Neither
BSU01470,BSU01560,0.135601448752161,0.0951804528429606,Neither
BSU33330,BSU33490,0.000625364274690006,0.000256995415201793,Both
BSU28490,BSU28580,0.00173477253663607,0.000959189487380124,Both
BSU15480,BSU15660,5.667379681506e-20,1.61121999296681e-21,Both
BSU34780,BSU34870,0.0486490169993001,0.0201216436498538,Both
BSU01680,BSU01770,0.0491383098318311,0.0355429638293026,Both
BSU12970,BSU13060,7.42046310253162e-05,3.42328452838322e-05,Both
BSU09620,BSU09710,0.0745434215430496,0.047789725209082,BSU168_only
BSU13090,BSU13170,0.00148623749789487,0.000932635101721685,Both
BSU32270,BSU32690,0.00728142029178935,0.00300304742564311,Both
BSU27890,BSU27980,0.026429031274354,0.022582291187251,Both
BSU29430,BSU29520,0.0304259347906912,0.0538930750236356,PG10_only
BSU17390,BSU17850,0.0346184713332892,0.0243661455699354,Both
BSU40380,BSU40470,0.0715075174674793,0.0523992969274378,Neither
BSU14140,BSU14230,0.0103847790182337,0.00515796924699791,Both
BSU28360,BSU28450,0.00396243593592715,0.00105478292304278,Both
BSU08440,BSU08630,0.000645979919503133,0.000450069927941928,Both
BSU06730,BSU07330,0.462959919207378,0.314994532053478,Neither
BSU23519,BSU23600,0.0768989603110447,0.0554361288706824,Neither
BSU29050,BSU29150,0.00111443949315262,0.00105478292304278,Both
BSU13070,BSU13160,0.00122457596657535,0.000768438780996036,Both
BSU15760,BSU15850,0.0546651757982364,0.0525686977299902,Neither
BSU17030,BSU17370,0.0130284569533884,0.00536943125770519,Both
BSU32000,BSU32090,0.120992311559075,0.0776616736252878,Neither
BSU29790,BSU29890,0.255520509115673,0.126370530328868,Neither
BSU04570,BSU04660,0.0530906719254315,0.0338841551611764,BSU168_only
BSU34960,BSU35200,0.00895160816519813,0.00772212195165372,Both
BSU26850,BSU27160,0.120309663712441,0.0849231278132032,Neither
BSU24030,BSU24120,4.23796874122219e-05,7.44276434356892e-06,Both
BSU40870,BSU40950,0.130232110204189,0.0835420707205681,Neither
BSU31100,BSU31360,0.138205504706486,0.103433039939751,Neither
BSU33090,BSU33180,0.285611991450256,0.248058258598796,Neither
BSU28050,BSU28130,0.0192054661666664,0.00792650514313155,Both
BSU31360,BSU31450,0.000287667566357403,0.000118217890992825,Both
BSU11630,BSU11720,8.40784986276179e-14,3.74123015287844e-15,Both
BSU23390,BSU23550,0.0807152858847939,0.0560925331980957,Neither
BSU11720,BSU11900,0.00111093401450047,0.000456868587053061,Both
BSU04360,BSU04450,0.0730552992308447,0.0468922093673156,BSU168_only
BSU03210,BSU03300,0.0310194697947241,0.012839100939497,Both
BSU13890,BSU14190,0.000100129248749362,3.63510584082848e-05,Both
BSU22780,BSU22860,0.0395080134178163,0.0316266410585008,Both
BSU09440,BSU09530,0.46593333040127,0.388841197196882,Neither
BSU17880,BSU17970,0.0296914456714716,0.0251204650084022,Both
BSU33570,BSU33660,0.162131941856133,0.103942652329753,Neither
BSU40340,BSU40430,0.0424679427356505,0.0419194375419503,Both
BSU28100,BSU28190,1.35887753867544e-10,3.13967157716782e-11,Both
BSU07920,BSU08020,0.066455051669179,0.0516129032258085,Neither
BSU28130,BSU28220,4.71924243878039e-08,1.45223172350647e-08,Both
BSU08760,BSU08840,0.149086843086099,0.190747970307725,Neither
BSU36860,BSU36950,0.0203695975276042,0.00857219382264553,Both
BSU27830,BSU27920,3.64248283653898e-05,1.60464370089134e-05,Both
BSU01580,BSU01670,0.000895143602740056,0.000623668328719529,Both
BSU13170,BSU13260,0.187823004226644,0.187367182952657,Neither
BSU13860,BSU14160,0.00056366257956548,0.00142888349588437,Both
BSU08810,BSU08899,0.0439806187103993,0.0469932297889306,Both
BSU22510,BSU22600,0.217292562965387,0.108522430867963,Neither
BSU39290,BSU39370,1.9446917861403e-06,4.3983517718053e-07,Both
BSU25080,BSU25170,0.21803950801342,0.139784946236565,Neither
BSU28310,BSU28400,0.137896523988881,0.110906441476065,Neither
BSU38040,BSU38140,0.18668955074912,0.17588239764764,Neither
BSU22830,BSU22900,0.156541185240404,0.100358422939072,Neither
BSU08070,BSU08480,2.42799340420708e-05,7.50857162167922e-06,Both
BSU33530,BSU33620,0.139768915393218,0.0896057347670287,Neither
BSU31630,BSU31760,5.38494512563729e-05,1.58476291223181e-05,Both
BSU03970,BSU04040,0.0302314987369035,0.0333762009029141,Both
BSU18090,BSU18180,2.47231458417682e-06,1.20824390963256e-05,Both
BSU32750,BSU32840,0.000313757560636358,0.000127808823927081,Both
BSU16480,BSU16570,0.0119562650329746,0.00193400119215306,Both
BSU15190,BSU15280,3.04167690245073e-11,1.03220526045812e-12,Both
BSU14790,BSU14880,0.0304962243817147,0.0186736852416969,Both
BSU09100,BSU09200,0.0874415597085267,0.0662357844385313,Neither
BSU13910,BSU14210,0.000114854138271327,4.16968022918561e-05,Both
BSU06600,BSU06690,0.00146335240277461,0.000601369271572196,Both
BSU39420,BSU39880,0.208042265999961,0.174422161369835,Neither
BSU17370,BSU17460,0.028104242856595,0.0345709961441732,Both
BSU35160,BSU35260,0.000611637828208125,0.000207964913928849,Both
BSU00940,BSU01030,9.73588168083785e-06,5.47516278010486e-07,Both
BSU36250,BSU36330,0.000297048030477753,0.00146114077714871,Both
BSU13220,BSU13310,0.0360185822253899,0.0279886188548989,Both
BSU26450,BSU27130,0.0402899499017566,0.0305630270606695,Both
BSU33239,BSU33320,4.83264306146936e-06,3.06340149360003e-06,Both
BSU30595,BSU30680,0.0130450987700337,0.00836320191158935,Both
BSU35580,BSU35680,1.21616703864062e-09,1.62083767895471e-10,Both
BSU13509,BSU13590,2.19054197806198e-07,3.70701255737178e-08,Both
BSU28450,BSU28550,0.0042055091797238,0.00232530784819424,Both
BSU05529,BSU05610,0.137905329854642,0.176631806666344,Neither
BSU22000,BSU22170,0.0472108336439314,0.0330183555990021,Both
BSU11330,BSU11430,1.03078190110203e-07,2.53707887810423e-08,Both
BSU17940,BSU18020,1.97028371302435e-05,6.19718623401314e-05,Both
BSU22390,BSU22480,4.22966396844302e-05,1.11641465153534e-05,Both
BSU32200,BSU32290,8.55383695657855e-05,3.61044832700551e-05,Both
BSU40530,BSU40910,0.135813486355797,0.087122445180021,Neither
BSU32150,BSU32240,0.0100119529012104,0.00412919021025928,Both
BSU09870,BSU09950,0.219534128629918,0.140828062071815,Neither
BSU18200,BSU18280,0.000963829725401855,0.000525945470804557,Both
BSU16810,BSU16940,0.43469647331988,0.30032261365771,Neither
BSU11480,BSU11560,0.0833262196067216,0.0486930926485597,BSU168_only
BSU22630,BSU22730,2.89460867767396e-15,8.25102224400316e-17,Both
BSU28090,BSU28170,1.68338560761286e-10,3.88944389410342e-11,Both
BSU02320,BSU02410,0.0518076779724195,0.0903885268390013,Neither
BSU25390,BSU25480,0.000701824704796558,0.000241537556983335,Both
BSU16930,BSU17020,0.304968901353352,0.205274802341967,Neither
BSU16940,BSU17030,0.194071119043042,0.160671149110616,Neither
BSU22970,BSU23070,0.0870678965534756,0.0669157337130929,Neither
BSU29340,BSU29430,4.18509276914908e-05,1.6895244528036e-05,Both
BSU15070,BSU15160,0.385310817264137,0.247767765720997,Neither
BSU14810,BSU14900,0.0262577660778153,0.0160783594962407,Both
BSU22500,BSU22590,0.0496668715349455,0.0248051270555345,Both
BSU01320,BSU01400,5.94627340793199e-05,7.35216293132968e-06,Both
BSU24610,BSU24730,3.80975037812973e-10,8.43729686107325e-11,Both
BSU02200,BSU02310,0.0953939648132578,0.0521397690609139,Neither
BSU31430,BSU31520,0.225079955751887,0.183120742795121,Neither
BSU15170,BSU15260,3.12616792751881e-11,1.06087762880417e-12,Both
BSU36650,BSU36740,0.000861285921354299,0.00070840297767778,Both
BSU31990,BSU32080,0.0859742067857082,0.055441800383613,Neither
BSU02690,BSU02780,0.102238137143032,0.0488347119337022,BSU168_only
BSU30659,BSU30740,0.054043980618711,0.0346475507765844,BSU168_only
BSU39340,BSU39430,2.58324356483148e-09,4.36031012273449e-10,Both
BSU25450,BSU25540,0.000927699322432231,0.000319273782219351,Both
BSU29330,BSU29420,4.18509276914908e-05,1.6895244528036e-05,Both
BSU24200,BSU24300,0.00255148624073523,0.00104854129402332,Both
BSU16720,BSU16800,0.00014724889521965,5.3457438835713e-05,Both
BSU00030,BSU00120,0.000380221479011524,0.00015625321244269,Both
BSU38260,BSU38350,0.0199550145960789,0.00984545033839829,Both
BSU32820,BSU32890,0.00020208114074884,8.23175476140524e-05,Both
BSU40440,BSU40529,0.654196783268607,0.420670451152196,Neither
BSU29640,BSU29730,0.000212173649113816,7.18889750960476e-05,Both
BSU09980,BSU10060,0.179436263238141,0.154418874577045,Neither
BSU10620,BSU11340,0.000135022190648585,0.000130115843869307,Both
BSU29950,BSU30050,0.180483763747809,0.149569283038938,Neither
BSU27620,BSU27710,0.125270886958315,0.0996906751300679,Neither
BSU09370,BSU09460,0.330914068493162,0.270652874888807,Neither
BSU23570,BSU23650,0.456905176545452,0.293275004348126,Neither
BSU16660,BSU16750,0.0413480652283752,0.0227083660857282,Both
BSU33690,BSU33830,4.88892862256286e-13,3.39229201506506e-14,Both
BSU01100,BSU01190,1.23206065633185e-10,3.5284161967953e-12,Both
BSU15900,BSU15990,0.000585112718311344,0.00048063841353576,Both
BSU08060,BSU08470,5.31827459622265e-07,9.01036407764212e-08,Both
BSU40170,BSU40380,1.27850065058173e-05,1.15536850829441e-05,Both
BSU36490,BSU36580,0.168681590359711,0.109180158671311,Neither
BSU00270,BSU00360,0.0398807305255315,0.0255675029868589,Both
BSU17890,BSU17980,0.00272479396208245,0.00229337140991646,Both
BSU07790,BSU07880,0.0311727035543662,0.0219832735961777,Both
BSU15810,BSU15900,0.016586201354449,0.00715436218661467,Both
BSU27430,BSU27500,0.00147783804395836,0.000758464958632866,Both
BSU06580,BSU06670,0.172692259908065,0.11071286340104,Neither
BSU19440,BSU21800,0.181713924844013,0.155610033299664,Neither
BSU21930,BSU22019,0.0633619083115922,0.0349745507963937,BSU168_only
BSU11839,BSU11920,0.000723979470123903,0.000297734584821096,Both
BSU37610,BSU37770,0.184276685803661,0.166665707619819,Neither
BSU03080,BSU03170,0.310394610769995,0.22008210889803,Neither
BSU22380,BSU22470,4.00705007536708e-05,1.05765598566506e-05,Both
BSU28570,BSU28840,0.00156341068672502,0.000642488538004482,Both
BSU22400,BSU22490,4.56358480805695e-05,1.20455265034076e-05,Both
BSU32120,BSU32210,0.122046091848497,0.0977583347827088,Neither
BSU27240,BSU27330,0.0037149001059493,0.00157850663504288,Both
BSU14490,BSU14570,0.229153675495218,0.196894327848554,Neither
BSU17380,BSU17680,0.000132826289535316,0.000209301195450632,Both
BSU03220,BSU03310,0.000194368541689937,5.14483385465242e-05,Both
BSU23920,BSU24010,0.071412982994416,0.0433370600696243,BSU168_only
BSU24770,BSU24860,0.408073701070063,0.282230401957825,Neither
BSU27670,BSU27750,0.00113816297993581,0.000467731655667263,Both
BSU38280,BSU38370,0.0294258019363532,0.0122319018878144,Both
BSU09730,BSU09840,0.15479396366589,0.122971140489732,Neither
BSU33390,BSU33550,3.27141446690836e-05,8.62877237887244e-06,Both
BSU36770,BSU36860,1.60637438762897e-16,3.20770497614302e-17,Both
BSU25320,BSU25410,0.985397681172441,0.833759036590393,Neither
BSU08870,BSU08950,0.0596347372344397,0.0382317801672656,BSU168_only
BSU13150,BSU13230,0.104360790160269,0.0669056152927148,Neither
BSU37070,BSU37150,0.00450649173868219,0.00184359716886639,Both
BSU26410,BSU27090,0.0668641721773833,0.0524556918346242,Neither
BSU28900,BSU28990,0.00235917448023134,0.000970204078123916,Both
BSU01570,BSU01660,0.0009689698792547,0.000675104891912892,Both
BSU25040,BSU25130,0.275046312820632,0.220870933661105,Neither
BSU17900,BSU17990,0.000132326162337298,0.000108046662241774,Both
BSU34770,BSU34860,0.143052077804478,0.0979934903578058,Neither
BSU00980,BSU01070,6.69302304922541e-06,4.7753299435501e-07,Both
BSU10610,BSU11330,0.000135022190648585,0.000130115843869307,Both
BSU36930,BSU37020,0.130807055360811,0.0840120959001896,Neither
BSU19360,BSU19450,0.05565354567017,0.034326129738247,BSU168_only
BSU38750,BSU39290,0.0158630942071125,0.00654235332015106,Both
BSU27770,BSU27850,0.202790000175094,0.130086938693456,Neither
BSU15680,BSU15770,0.000237951456961913,8.59317875159872e-05,Both
BSU15880,BSU15970,3.77090406273434e-06,1.98421833765288e-06,Both
BSU08750,BSU08830,0.141632500931794,0.181210571792338,Neither
BSU11300,BSU11400,3.05978599920374e-06,1.05384018350101e-06,Both
BSU13270,BSU13440,0.0875602254703828,0.0655696147932803,Neither
BSU23170,BSU23260,8.39318702752002e-05,5.27495814101536e-05,Both
BSU37170,BSU37260,0.0020554994726082,0.000845923607822938,Both
BSU23490,BSU23570,0.0807152858847939,0.0560925331980957,Neither
BSU37320,BSU37500,0.00245547585087032,0.00134833850284385,Both
BSU31970,BSU32060,0.00153533577284897,0.000631402654017152,Both
BSU14920,BSU15010,0.63230420341643,0.475750013924649,Neither
BSU33730,BSU33870,1.33901895478221e-07,2.26745975225002e-08,Both
BSU32740,BSU32830,0.000491953229422805,0.00020216972662541,Both
BSU30290,BSU30550,0.112833290549334,0.096774193548391,Neither
BSU19180,BSU19370,0.0754752143123377,0.0552995391705091,Neither
BSU18180,BSU18260,0.00110151968617355,0.000601080538062351,Both
BSU32710,BSU32790,0.000250145709876003,0.000102798166080717,Both
BSU07290,BSU07380,0.56258184831395,0.517021087388317,Neither
BSU33000,BSU33110,0.000958699183952339,0.000864053273464629,Both
