IDbsub	BiolProc	MolFun	CellComp
BSU15730	GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006412 GO:0006413 GO:0006518 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009058 GO:0009059 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0019538 GO:0019988 GO:0034470 GO:0034641 GO:0034645 GO:0034660 GO:0043043 GO:0043170 GO:0043412 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0046483 GO:0071704 GO:0071951 GO:0090304 GO:1901360 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004479 GO:0016740 GO:0016741 GO:0016742 GO:0140098 GO:0140101 GO:0140640	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU15740	GO:0000154 GO:0001510 GO:0006139 GO:0006355 GO:0006364 GO:0006396 GO:0006725 GO:0006807 GO:0008152 GO:0009451 GO:0009889 GO:0009987 GO:0010467 GO:0010468 GO:0010556 GO:0016070 GO:0016072 GO:0019219 GO:0019222 GO:0022613 GO:0031167 GO:0031323 GO:0031326 GO:0032259 GO:0034470 GO:0034641 GO:0034660 GO:0042254 GO:0043170 GO:0043412 GO:0043414 GO:0044085 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0070475 GO:0071704 GO:0071840 GO:0080090 GO:0090304 GO:1901360 GO:1903506 GO:2001141	GO:0003676 GO:0003723 GO:0003824 GO:0005488 GO:0008168 GO:0008169 GO:0008173 GO:0008649 GO:0008757 GO:0009383 GO:0016434 GO:0016740 GO:0016741 GO:0097159 GO:0140098 GO:0140102 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU15750	GO:0000154 GO:0001510 GO:0006139 GO:0006364 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0016072 GO:0022613 GO:0030488 GO:0031167 GO:0032259 GO:0034470 GO:0034641 GO:0034660 GO:0042254 GO:0043170 GO:0043412 GO:0043414 GO:0044085 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0070475 GO:0071704 GO:0071840 GO:0090304 GO:1901360	GO:0000049 GO:0002935 GO:0003676 GO:0003723 GO:0003824 GO:0005488 GO:0008168 GO:0008169 GO:0008173 GO:0008175 GO:0008649 GO:0008757 GO:0016426 GO:0016433 GO:0016740 GO:0016741 GO:0019843 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540 GO:0070040 GO:0097159 GO:0140098 GO:0140101 GO:0140102 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU15760	GO:0006470 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009653 GO:0009987 GO:0016311 GO:0019538 GO:0030154 GO:0030435 GO:0032502 GO:0036211 GO:0043170 GO:0043412 GO:0043934 GO:0044237 GO:0044238 GO:0048646 GO:0048856 GO:0048869 GO:0071704 GO:1901564	GO:0003824 GO:0004721 GO:0004722 GO:0005488 GO:0016787 GO:0016788 GO:0016791 GO:0017018 GO:0042578 GO:0043167 GO:0043169 GO:0046872 GO:0140096	
BSU15770	GO:0002237 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009605 GO:0009607 GO:0009617 GO:0009719 GO:0009847 GO:0009987 GO:0010033 GO:0010243 GO:0016310 GO:0018105 GO:0018193 GO:0018209 GO:0019538 GO:0023052 GO:0030154 GO:0032494 GO:0032502 GO:0036211 GO:0042221 GO:0043170 GO:0043207 GO:0043412 GO:0044237 GO:0044238 GO:0044419 GO:0048869 GO:0050789 GO:0050794 GO:0050896 GO:0051707 GO:0051716 GO:0065007 GO:0070887 GO:0071216 GO:0071219 GO:0071224 GO:0071310 GO:0071417 GO:0071495 GO:0071704 GO:1901564 GO:1901698 GO:1901699 GO:1901700 GO:1901701	GO:0000166 GO:0003824 GO:0004672 GO:0004674 GO:0005488 GO:0005524 GO:0005539 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042834 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0106310 GO:0140096 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU15780	GO:0009987 GO:0022613 GO:0042254 GO:0042274 GO:0044085 GO:0071840	GO:0000166 GO:0003676 GO:0003723 GO:0003824 GO:0003924 GO:0005488 GO:0005525 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0017076 GO:0017111 GO:0019001 GO:0019843 GO:0032553 GO:0032555 GO:0032561 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU15790	GO:0005975 GO:0005996 GO:0006091 GO:0006098 GO:0006739 GO:0006740 GO:0006793 GO:0006796 GO:0008152 GO:0009052 GO:0009056 GO:0009987 GO:0016052 GO:0019321 GO:0019323 GO:0019637 GO:0044237 GO:0044238 GO:0044262 GO:0044281 GO:0044282 GO:0046365 GO:0051156 GO:0071704 GO:1901135 GO:1901575	GO:0003824 GO:0004750 GO:0005488 GO:0016853 GO:0016854 GO:0016857 GO:0043167 GO:0043169 GO:0046872	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU15800	GO:0006066 GO:0006725 GO:0006766 GO:0006767 GO:0006772 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009058 GO:0009110 GO:0009229 GO:0009987 GO:0016310 GO:0018130 GO:0019438 GO:0019637 GO:0034308 GO:0034641 GO:0042357 GO:0042364 GO:0042723 GO:0042724 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046483 GO:0071704 GO:0072527 GO:0072528 GO:0090407 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576 GO:1901615	GO:0000166 GO:0003824 GO:0004788 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016778 GO:0017076 GO:0019842 GO:0030554 GO:0030975 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0043178 GO:0097159 GO:0097367 GO:1901265 GO:1901363 GO:1901681	
BSU15810	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0016020 GO:0110165
BSU15820	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003735 GO:0005198	GO:0005622 GO:0005840 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0110165
BSU15830			
BSU15840	GO:0005975 GO:0006066 GO:0006071 GO:0008152 GO:0009987 GO:0019400 GO:0019751 GO:0044237 GO:0044238 GO:0044262 GO:0044281 GO:0071704 GO:1901615	GO:0003824 GO:0004371 GO:0016301 GO:0016740 GO:0016772 GO:0016773	
BSU15850	GO:0005975 GO:0005996 GO:0006006 GO:0006094 GO:0008152 GO:0009058 GO:0016051 GO:0019318 GO:0019319 GO:0044238 GO:0044281 GO:0044283 GO:0046364 GO:0071704 GO:1901576	GO:0003824 GO:0003941 GO:0005488 GO:0016829 GO:0016840 GO:0016841 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540	
BSU15860	GO:0005975 GO:0005996 GO:0006006 GO:0006094 GO:0008152 GO:0009058 GO:0016051 GO:0019318 GO:0019319 GO:0044238 GO:0044281 GO:0044283 GO:0046364 GO:0071704 GO:1901576	GO:0003824 GO:0003941 GO:0005488 GO:0016829 GO:0016840 GO:0016841 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540	
BSU15870	GO:0006139 GO:0006259 GO:0006281 GO:0006310 GO:0006725 GO:0006807 GO:0006950 GO:0006974 GO:0006996 GO:0008152 GO:0009987 GO:0016043 GO:0032392 GO:0032508 GO:0033554 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0050896 GO:0051276 GO:0051716 GO:0071103 GO:0071704 GO:0071840 GO:0090304 GO:1901360	GO:0000166 GO:0003676 GO:0003677 GO:0003678 GO:0003824 GO:0004386 GO:0005488 GO:0005524 GO:0008094 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0016887 GO:0017076 GO:0017111 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140097 GO:0140640 GO:0140657 GO:1901265 GO:1901363	
BSU15880	GO:0006082 GO:0006355 GO:0006629 GO:0006631 GO:0006633 GO:0008152 GO:0008610 GO:0009058 GO:0009889 GO:0009890 GO:0009892 GO:0009987 GO:0010468 GO:0010556 GO:0010558 GO:0010565 GO:0010605 GO:0016053 GO:0019216 GO:0019217 GO:0019219 GO:0019222 GO:0019752 GO:0031323 GO:0031324 GO:0031326 GO:0031327 GO:0032787 GO:0042304 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0045717 GO:0045833 GO:0045892 GO:0045922 GO:0045934 GO:0046394 GO:0046890 GO:0048519 GO:0048523 GO:0050789 GO:0050794 GO:0051055 GO:0051171 GO:0051172 GO:0051252 GO:0051253 GO:0060255 GO:0062012 GO:0062014 GO:0065007 GO:0071704 GO:0072330 GO:0080090 GO:1901576 GO:1902679 GO:1903506 GO:1903507 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
BSU15890	GO:0006082 GO:0006629 GO:0006631 GO:0006633 GO:0006644 GO:0006793 GO:0006796 GO:0008152 GO:0008610 GO:0008654 GO:0009058 GO:0009987 GO:0016053 GO:0019637 GO:0019752 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:0072330 GO:0090407 GO:1901576	GO:0003824 GO:0016740 GO:0016746 GO:0016747 GO:0043811	GO:0005622 GO:0005737 GO:0110165
BSU15900	GO:0006082 GO:0006629 GO:0006631 GO:0006633 GO:0008152 GO:0008610 GO:0009058 GO:0009987 GO:0016053 GO:0019752 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:0072330 GO:1901576	GO:0003824 GO:0004312 GO:0004314 GO:0016417 GO:0016419 GO:0016420 GO:0016740 GO:0016746 GO:0016747	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU15910	GO:0006082 GO:0006629 GO:0006631 GO:0006633 GO:0008152 GO:0008610 GO:0009058 GO:0009987 GO:0016053 GO:0019752 GO:0030497 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:0072330 GO:1901576	GO:0000166 GO:0003824 GO:0004312 GO:0004316 GO:0005488 GO:0016491 GO:0016614 GO:0016616 GO:0016740 GO:0016746 GO:0016747 GO:0036094 GO:0051287 GO:0097159 GO:1901265 GO:1901363	
BSU15920	GO:0005975 GO:0006082 GO:0006629 GO:0006631 GO:0006633 GO:0006643 GO:0006644 GO:0006664 GO:0006793 GO:0006796 GO:0008152 GO:0008610 GO:0008654 GO:0009058 GO:0009245 GO:0009247 GO:0009311 GO:0009312 GO:0009987 GO:0016051 GO:0016053 GO:0019637 GO:0019752 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0046394 GO:0046467 GO:0046493 GO:0071704 GO:0072330 GO:0090407 GO:1901135 GO:1901137 GO:1901269 GO:1901271 GO:1901576 GO:1903509	GO:0000035 GO:0000036 GO:0005488 GO:0044620 GO:0051192 GO:0140104 GO:0140414	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU15930	GO:0006139 GO:0006364 GO:0006396 GO:0006397 GO:0006399 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009987 GO:0010467 GO:0010468 GO:0016070 GO:0016071 GO:0016072 GO:0019222 GO:0022613 GO:0034470 GO:0034641 GO:0034660 GO:0042254 GO:0043170 GO:0044085 GO:0044237 GO:0044238 GO:0046483 GO:0050789 GO:0060255 GO:0065007 GO:0071704 GO:0071840 GO:0090304 GO:0090305 GO:0090501 GO:0090502 GO:1901360	GO:0003676 GO:0003723 GO:0003725 GO:0003824 GO:0004518 GO:0004519 GO:0004521 GO:0004525 GO:0004540 GO:0005488 GO:0016787 GO:0016788 GO:0016891 GO:0016893 GO:0032296 GO:0043167 GO:0043169 GO:0046872 GO:0097159 GO:0140098 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU15940	GO:0000819 GO:0006139 GO:0006259 GO:0006260 GO:0006725 GO:0006807 GO:0006996 GO:0007049 GO:0007059 GO:0007062 GO:0008152 GO:0009987 GO:0016043 GO:0022402 GO:0030261 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0051276 GO:0071704 GO:0071840 GO:0090304 GO:0098813 GO:1901360	GO:0000166 GO:0003676 GO:0003677 GO:0003824 GO:0005488 GO:0005515 GO:0005524 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0016887 GO:0017076 GO:0017111 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042802 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140657 GO:1901265 GO:1901363	GO:0005622 GO:0005694 GO:0005737 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0110165
BSU15950	GO:0006605 GO:0006612 GO:0006613 GO:0006614 GO:0006810 GO:0006886 GO:0008104 GO:0009987 GO:0015031 GO:0033036 GO:0033365 GO:0045047 GO:0045184 GO:0046907 GO:0051179 GO:0051234 GO:0051641 GO:0051649 GO:0051668 GO:0070727 GO:0070972 GO:0071702 GO:0071705 GO:0072594 GO:0072599 GO:0072657 GO:0090150	GO:0000166 GO:0003824 GO:0003924 GO:0005047 GO:0005488 GO:0005525 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0017076 GO:0017111 GO:0019001 GO:0032553 GO:0032555 GO:0032561 GO:0035639 GO:0036094 GO:0043021 GO:0043167 GO:0043168 GO:0044877 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005886 GO:0016020 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU15960			GO:0005576 GO:0110165
BSU15970			
BSU15980	GO:0006605 GO:0006612 GO:0006613 GO:0006614 GO:0006810 GO:0006886 GO:0008104 GO:0009987 GO:0015031 GO:0033036 GO:0033365 GO:0045047 GO:0045184 GO:0046907 GO:0051179 GO:0051234 GO:0051641 GO:0051649 GO:0051668 GO:0070727 GO:0070972 GO:0071702 GO:0071705 GO:0072594 GO:0072599 GO:0072657 GO:0090150	GO:0000166 GO:0003676 GO:0003723 GO:0003824 GO:0003924 GO:0005488 GO:0005525 GO:0008312 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0017076 GO:0017111 GO:0019001 GO:0032553 GO:0032555 GO:0032561 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0032991 GO:0048500 GO:0110165 GO:1990904
BSU15990	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003735 GO:0005198	GO:0005622 GO:0005737 GO:0005840 GO:0015935 GO:0032991 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0044391 GO:0110165 GO:1990904
BSU16000	GO:0000270 GO:0006022 GO:0006023 GO:0006024 GO:0006807 GO:0008152 GO:0008360 GO:0009058 GO:0009059 GO:0009252 GO:0009273 GO:0009987 GO:0016043 GO:0022603 GO:0022604 GO:0030203 GO:0034645 GO:0042546 GO:0043170 GO:0044036 GO:0044038 GO:0044085 GO:0044237 GO:0044249 GO:0044260 GO:0045229 GO:0050789 GO:0050793 GO:0065007 GO:0070589 GO:0071554 GO:0071555 GO:0071704 GO:0071840 GO:1901135 GO:1901137 GO:1901564 GO:1901566 GO:1901576	GO:0003676 GO:0003723 GO:0005488 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU16010			
BSU16020	GO:0006139 GO:0006364 GO:0006396 GO:0006725 GO:0006807 GO:0008152 GO:0009987 GO:0010467 GO:0016070 GO:0016072 GO:0022613 GO:0034470 GO:0034641 GO:0034660 GO:0042254 GO:0042274 GO:0043170 GO:0044085 GO:0044237 GO:0044238 GO:0046483 GO:0071704 GO:0071840 GO:0090304 GO:1901360	GO:0005488 GO:0043021 GO:0043022 GO:0044877	GO:0005622 GO:0005737 GO:0005840 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0110165
BSU16030	GO:0001510 GO:0002939 GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0030488 GO:0032259 GO:0034470 GO:0034641 GO:0034660 GO:0043170 GO:0043412 GO:0043414 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0071704 GO:0090304 GO:1901360	GO:0003824 GO:0008168 GO:0008173 GO:0008175 GO:0008757 GO:0009019 GO:0016423 GO:0016740 GO:0016741 GO:0052906 GO:0140098 GO:0140101 GO:0140640	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU16040	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003735 GO:0005198	GO:0005622 GO:0005737 GO:0005829 GO:0005840 GO:0015934 GO:0022625 GO:0022626 GO:0032991 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0044391 GO:0110165 GO:1990904
BSU16050	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0022613 GO:0034641 GO:0034645 GO:0042254 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044085 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:0071840 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0003676 GO:0003723 GO:0003824 GO:0003924 GO:0005488 GO:0005525 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0017076 GO:0017111 GO:0019001 GO:0032553 GO:0032555 GO:0032561 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU16060	GO:0006139 GO:0006259 GO:0006260 GO:0006281 GO:0006298 GO:0006401 GO:0006725 GO:0006807 GO:0006950 GO:0006974 GO:0008152 GO:0009056 GO:0009057 GO:0009987 GO:0016070 GO:0019439 GO:0033554 GO:0034641 GO:0034655 GO:0043137 GO:0043170 GO:0044237 GO:0044238 GO:0044248 GO:0044260 GO:0044265 GO:0044270 GO:0046483 GO:0046700 GO:0050896 GO:0051716 GO:0071704 GO:0090304 GO:0090305 GO:0090501 GO:0090502 GO:1901360 GO:1901361 GO:1901575	GO:0003676 GO:0003723 GO:0003824 GO:0004518 GO:0004519 GO:0004521 GO:0004523 GO:0004540 GO:0005488 GO:0016787 GO:0016788 GO:0016891 GO:0016893 GO:0030145 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0097159 GO:0140098 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0032299 GO:0032991 GO:0110165 GO:0140535
BSU16070			
BSU16080	GO:0006810 GO:0008104 GO:0009306 GO:0009987 GO:0015031 GO:0032940 GO:0033036 GO:0035592 GO:0045184 GO:0046903 GO:0051179 GO:0051234 GO:0051641 GO:0070727 GO:0071692 GO:0071702 GO:0071705 GO:0140352		GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU16090	GO:0006091 GO:0006099 GO:0006104 GO:0006139 GO:0006163 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009060 GO:0009117 GO:0009150 GO:0009259 GO:0009987 GO:0015980 GO:0019637 GO:0019693 GO:0033865 GO:0033875 GO:0034032 GO:0034641 GO:0035383 GO:0043603 GO:0044237 GO:0044238 GO:0044281 GO:0045333 GO:0046483 GO:0055086 GO:0071704 GO:0072521 GO:1901135 GO:1901360 GO:1901564	GO:0000166 GO:0000287 GO:0003824 GO:0004774 GO:0004775 GO:0005488 GO:0005524 GO:0016874 GO:0016877 GO:0016878 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0032991 GO:0042709 GO:0045239 GO:0110165 GO:1902494
BSU16100	GO:0006091 GO:0006099 GO:0008152 GO:0009060 GO:0009987 GO:0015980 GO:0044237 GO:0044238 GO:0045333	GO:0000166 GO:0003824 GO:0004774 GO:0004775 GO:0004776 GO:0005488 GO:0016874 GO:0016877 GO:0016878 GO:0036094 GO:0097159 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0009361 GO:0032991 GO:0042709 GO:0045239 GO:0110165 GO:1902494
BSU16110	GO:0007154 GO:0009292 GO:0009294 GO:0009605 GO:0009987 GO:0009991 GO:0030420 GO:0031668 GO:0050896 GO:0051716 GO:0071496	GO:0003676 GO:0003677 GO:0003697 GO:0005488 GO:0097159 GO:0140666 GO:1901363 GO:1990814	GO:0005622 GO:0005737 GO:0110165
BSU16120	GO:0006139 GO:0006259 GO:0006265 GO:0006725 GO:0006807 GO:0006996 GO:0008152 GO:0009987 GO:0016043 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0051276 GO:0071103 GO:0071704 GO:0071840 GO:0090304 GO:1901360	GO:0003676 GO:0003677 GO:0003824 GO:0003916 GO:0003917 GO:0005488 GO:0016853 GO:0043167 GO:0043169 GO:0046872 GO:0097159 GO:0140097 GO:0140640 GO:1901363	GO:0005622 GO:0005694 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0110165
BSU16130	GO:0001510 GO:0002097 GO:0002098 GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0030488 GO:0032259 GO:0034470 GO:0034641 GO:0034660 GO:0043170 GO:0043412 GO:0043414 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0071704 GO:0090304 GO:1901360	GO:0000166 GO:0003824 GO:0005488 GO:0008168 GO:0008173 GO:0008175 GO:0016300 GO:0016740 GO:0016741 GO:0030696 GO:0030698 GO:0036094 GO:0042083 GO:0043167 GO:0043168 GO:0047151 GO:0050660 GO:0097159 GO:0140098 GO:0140101 GO:0140640 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU16140	GO:0006139 GO:0006259 GO:0006310 GO:0006313 GO:0006725 GO:0006807 GO:0007049 GO:0007059 GO:0008152 GO:0009987 GO:0015074 GO:0032196 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0051301 GO:0071704 GO:0090304 GO:1901360	GO:0003676 GO:0003677 GO:0003824 GO:0005488 GO:0008907 GO:0009009 GO:0009037 GO:0097159 GO:0140097 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU16150	GO:0006508 GO:0006807 GO:0008152 GO:0009056 GO:0009057 GO:0019538 GO:0030163 GO:0043170 GO:0044238 GO:0051603 GO:0071704 GO:1901564 GO:1901565 GO:1901575	GO:0003824 GO:0004175 GO:0004298 GO:0005488 GO:0008233 GO:0008236 GO:0016787 GO:0017171 GO:0043167 GO:0043169 GO:0046872 GO:0070003 GO:0140096	GO:0000502 GO:0005622 GO:0005737 GO:0005829 GO:0005839 GO:0009376 GO:0031597 GO:0032991 GO:0110165 GO:0140535 GO:1902494 GO:1905368 GO:1905369
BSU16160	GO:0006508 GO:0006807 GO:0008152 GO:0009056 GO:0009057 GO:0009893 GO:0009894 GO:0009896 GO:0009987 GO:0010604 GO:0019222 GO:0019538 GO:0030162 GO:0030163 GO:0042176 GO:0043170 GO:0043335 GO:0044238 GO:0045732 GO:0045862 GO:0048518 GO:0050789 GO:0051171 GO:0051173 GO:0051246 GO:0051247 GO:0051603 GO:0060255 GO:0061136 GO:0065007 GO:0071704 GO:0080090 GO:1901564 GO:1901565 GO:1901575 GO:1901800 GO:1903050 GO:1903052	GO:0000166 GO:0003824 GO:0005488 GO:0005524 GO:0008233 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0016887 GO:0017076 GO:0017111 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0036402 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140096 GO:0140657 GO:1901265 GO:1901363	GO:0000502 GO:0005622 GO:0005737 GO:0005829 GO:0009376 GO:0031597 GO:0032991 GO:0110165 GO:0140535 GO:1902494 GO:1905368 GO:1905369
BSU16170	GO:0006355 GO:0009889 GO:0009890 GO:0009892 GO:0010468 GO:0010556 GO:0010558 GO:0010605 GO:0019219 GO:0019222 GO:0031323 GO:0031324 GO:0031326 GO:0031327 GO:0045892 GO:0045934 GO:0048519 GO:0048523 GO:0050789 GO:0050794 GO:0051171 GO:0051172 GO:0051252 GO:0051253 GO:0060255 GO:0065007 GO:0080090 GO:1902679 GO:1903506 GO:1903507 GO:2001141	GO:0000166 GO:0000976 GO:0001067 GO:0001217 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0005525 GO:0017076 GO:0019001 GO:0032553 GO:0032555 GO:0032561 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043565 GO:0097159 GO:0097367 GO:0140110 GO:1901265 GO:1901363 GO:1990837	GO:0005622 GO:0005737 GO:0032991 GO:0032993 GO:0110165
BSU16180	GO:0001539 GO:0006996 GO:0009987 GO:0016043 GO:0022607 GO:0030030 GO:0030031 GO:0044085 GO:0044780 GO:0044781 GO:0048870 GO:0070925 GO:0071840 GO:0071973 GO:0071978 GO:0097588 GO:0140694		GO:0009288 GO:0009425 GO:0030694 GO:0042995 GO:0043226 GO:0043228 GO:0110165
